user_id,bike_id,date_removed,station_removed,date_arrived,station_arrived,action
40,323,06/06/10 15:37,46,06/06/10 15:41,45,A  
40,1022,06/06/10 15:45,45,06/06/10 15:56,39,A  
40,546,11/06/10 17:53,54,11/06/10 18:05,58,A  
40,168,13/06/10 12:01,58,13/06/10 12:12,46,A  
40,274,13/06/10 15:13,85,13/06/10 18:05,85,A  
40,142,14/06/10 14:44,85,14/06/10 15:07,85,A  
40,402,17/06/10 16:41,85,17/06/10 17:38,85,A  
40,1082,25/06/10 15:34,54,25/06/10 15:56,58,A  
40,451,25/06/10 16:24,58,25/06/10 18:15,51,A  
40,361,02/07/10 18:04,50,02/07/10 18:46,50,A  
40,858,03/07/10 15:55,54,03/07/10 16:28,47,A  
40,783,03/07/10 20:00,20,03/07/10 20:22,46,A  
40,407,09/07/10 18:52,54,09/07/10 19:56,54,A  
40,386,10/07/10 11:59,46,10/07/10 12:47,46,A  
40,597,11/07/10 12:19,46,11/07/10 16:39,58,A  
40,661,12/07/10 19:31,12,12/07/10 21:19,85,A  
40,1012,16/07/10 19:18,58,16/07/10 20:10,45,A  
40,838,18/07/10 12:23,46,18/07/10 15:38,46,A  
40,772,20/07/10 13:53,47,20/07/10 14:05,30,A  
40,440,23/07/10 16:07,85,23/07/10 16:31,20,A  
40,574,24/07/10 19:09,21,24/07/10 19:10,21,C  
40,499,24/07/10 19:10,21,24/07/10 19:26,12,A  
40,409,28/07/10 14:04,85,29/07/10 9:45,85,A  
43,2,15/02/10 20:02,18,15/02/10 20:03,18,C  
43,1,15/02/10 20:14,18,15/02/10 20:15,18,C  
43,1,15/02/10 20:15,18,15/02/10 20:15,18,C  
43,1,15/02/10 20:16,18,15/02/10 20:16,18,C  
43,1,15/02/10 20:16,18,15/02/10 20:16,18,C  
43,1,15/02/10 20:16,18,15/02/10 20:17,18,C  
43,2,15/02/10 20:34,17,15/02/10 20:34,17,C  
43,2,15/02/10 20:37,17,15/02/10 20:37,17,C  
43,2,15/02/10 20:39,17,15/02/10 20:44,17,A  
43,1,15/02/10 20:44,17,15/02/10 20:44,17,C  
43,2,15/02/10 20:44,17,15/02/10 20:45,17,C  
43,1,15/02/10 20:45,17,15/02/10 20:45,17,C  
43,2,15/02/10 20:45,17,15/02/10 20:45,17,C  
43,1,15/02/10 20:45,17,15/02/10 20:46,17,C  
43,2,15/02/10 20:46,17,15/02/10 20:46,17,C  
43,1,15/02/10 20:46,17,15/02/10 20:47,17,C  
43,2,15/02/10 20:47,17,15/02/10 20:47,17,C  
43,1,15/02/10 20:48,17,15/02/10 20:48,17,C  
43,51,19/02/10 13:13,34,19/02/10 13:14,34,C  
43,874,22/02/10 12:11,85,24/02/10 10:04,10,A  
43,423,09/03/10 16:31,85,09/03/10 16:31,85,C  
68,437,12/02/10 13:22,85,12/02/10 13:36,85,A  
68,155,13/02/10 11:26,17,13/02/10 11:37,85,A  
68,12,15/02/10 13:16,85,15/02/10 13:16,85,A  
68,3,15/02/10 14:05,85,15/02/10 22:53,85,A  
69,440,12/02/10 13:36,85,12/02/10 13:48,19,A  
69,67,14/02/10 12:41,66,16/02/10 10:24,18,A  
69,804,20/02/10 16:08,83,20/02/10 16:12,83,A  
69,496,20/02/10 16:57,83,20/02/10 17:02,83,A  
69,240,20/02/10 17:21,83,20/02/10 17:29,83,A  
69,810,20/02/10 18:03,83,20/02/10 18:31,83,A  
69,662,21/02/10 10:03,74,21/02/10 10:04,74,C  
69,56,21/02/10 10:04,74,21/02/10 12:30,74,A  
69,744,28/02/10 15:45,83,28/02/10 15:46,83,C  
69,489,28/02/10 15:46,83,28/02/10 15:58,83,A  
69,478,28/02/10 16:52,83,28/02/10 17:35,83,A  
69,607,28/02/10 17:46,83,28/02/10 18:00,83,A  
69,567,09/03/10 13:57,70,09/03/10 14:17,63,A  
69,1113,09/03/10 16:43,61,09/03/10 17:07,61,A  
69,207,23/05/10 10:20,60,24/05/10 3:08,29,A  
69,371,27/06/10 11:01,70,27/06/10 11:57,70,A  
69,423,03/10/10 17:43,69,03/10/10 17:55,69,A  
69,1143,24/10/10 11:00,85,24/10/10 13:04,85,A  
70,106,13/02/10 11:23,17,13/02/10 11:42,85,A  
70,43,16/02/10 13:21,85,16/02/10 13:49,13,A  
70,826,16/02/10 14:06,22,16/02/10 14:23,85,A  
70,681,19/02/10 13:40,60,19/02/10 14:10,85,A  
70,525,19/02/10 17:13,85,19/02/10 17:36,72,A  
70,595,25/02/10 13:04,13,25/02/10 13:07,14,A  
70,726,25/02/10 13:07,14,25/02/10 13:36,13,A  
70,21,26/02/10 17:38,20,26/02/10 17:58,8,A  
70,843,26/02/10 18:11,9,26/02/10 18:20,85,A  
70,260,24/03/10 16:23,19,24/03/10 17:08,85,A  
70,886,16/04/10 18:41,72,16/04/10 19:05,85,A  
70,1187,16/04/10 21:09,85,16/04/10 21:28,72,A  
70,937,19/04/10 17:14,85,19/04/10 17:32,21,A  
70,1107,23/04/10 10:19,85,23/04/10 10:28,31,A  
70,254,23/04/10 10:44,31,23/04/10 11:00,72,A  
70,958,23/04/10 14:13,10,23/04/10 14:19,85,A  
70,343,30/04/10 11:18,45,30/04/10 11:26,45,A  
70,995,14/05/10 17:22,72,14/05/10 17:39,72,A  
70,1180,19/05/10 12:58,26,19/05/10 13:10,23,A  
70,396,19/05/10 13:50,13,19/05/10 13:59,23,A  
70,1009,29/05/10 21:36,28,29/05/10 22:52,25,A  
70,495,09/07/10 16:56,72,09/07/10 17:12,72,A  
70,466,09/07/10 17:11,72,09/07/10 17:17,83,A  
70,511,21/08/10 8:10,85,21/08/10 8:13,86,A  
70,398,27/08/10 17:34,83,27/08/10 17:39,72,A  
70,196,14/12/10 7:29,85,14/12/10 7:44,21,A  
70,88,14/02/11 15:32,85,14/02/11 15:53,55,A  
70,171,14/02/11 16:11,52,14/02/11 16:25,85,A  
71,67,14/02/10 11:02,16,14/02/10 12:39,66,A  
71,0805BAJARF,20/02/10 16:10,83,20/02/10 16:11,83,C  
71,439,20/02/10 17:09,83,20/02/10 17:24,83,A  
71,798,20/02/10 18:03,83,20/02/10 18:30,83,A  
71,925,21/02/10 10:03,74,21/02/10 12:29,74,A  
71,614,23/05/10 10:20,60,23/05/10 12:17,60,A  
71,327,27/06/10 11:03,70,27/06/10 11:55,70,A  
72,1,15/02/10 10:01,85,15/02/10 10:01,85,A  
72,2,15/02/10 10:01,85,15/02/10 10:02,85,A  
73,3,15/02/10 10:02,85,15/02/10 10:02,85,A  
73,4,15/02/10 10:02,85,15/02/10 10:03,85,A  
73,36,16/02/10 19:08,85,16/02/10 19:09,85,A  
73,269,31/03/10 14:50,85,31/03/10 14:51,85,A  
73,500,31/03/10 16:51,70,31/03/10 17:24,70,A  
73,911,13/04/10 10:36,61,13/04/10 11:59,42,A  
73,0509BAJARF,16/04/10 11:57,85,16/04/10 12:02,85,A  
73,136,03/09/10 10:52,85,03/09/10 11:01,20,A  
73,167,03/09/10 21:55,12,03/09/10 22:31,9,A  
73,705,06/09/10 0:26,16,06/09/10 0:27,16,A  
73,961,07/09/10 11:38,19,07/09/10 11:42,85,A  
73,800,07/08/10 12:05,71,07/08/10 13:31,63,A  
73,1072,08/08/10 10:18,61,08/08/10 10:23,61,A  
73,373,08/08/10 14:37,61,08/08/10 14:37,61,A  
73,848,08/08/10 14:43,61,08/08/10 14:43,61,A  
73,396,09/08/10 9:15,36,09/08/10 9:20,53,A  
73,462,09/08/10 13:01,85,09/08/10 13:17,85,A  
73,771,09/08/10 13:27,85,09/08/10 13:28,85,A  
73,1069,10/08/10 11:43,85,10/08/10 11:55,85,A  
73,1,10/08/10 12:06,85,10/08/10 12:06,85,A  
73,1158,10/08/10 14:18,85,10/08/10 14:30,85,A  
73,949,14/08/10 11:34,53,14/08/10 11:38,63,A  
73,195,22/08/10 11:35,61,22/08/10 11:39,63,A  
73,741,22/08/10 12:05,61,22/08/10 12:10,63,A  
73,48,22/08/10 13:10,71,22/08/10 13:19,63,A  
73,191,24/08/10 11:16,13,24/08/10 11:27,85,A  
73,686,25/08/10 9:52,85,25/08/10 10:20,85,A  
73,345,25/08/10 17:10,13,25/08/10 17:13,16,A  
73,197,25/08/10 17:19,17,25/08/10 17:24,19,A  
73,1061,25/08/10 17:27,19,25/08/10 17:31,85,A  
73,675,10/09/10 12:08,85,10/09/10 12:09,85,A  
73,1038,10/09/10 21:00,12,10/09/10 21:12,10,A  
73,199,10/09/10 23:39,16,10/09/10 23:48,13,A  
73,637,10/09/10 23:58,21,11/09/10 0:04,26,A  
73,23,19/10/10 15:41,42,19/10/10 15:51,27,A  
74,5,15/02/10 10:03,85,15/02/10 10:03,85,A  
74,6,15/02/10 10:03,85,15/02/10 10:03,85,A  
75,7,15/02/10 10:03,85,15/02/10 10:04,85,A  
75,8,15/02/10 10:04,85,15/02/10 10:04,85,A  
76,9,15/02/10 10:04,85,15/02/10 10:05,85,A  
76,10,15/02/10 10:05,85,15/02/10 10:06,85,A  
76,15,15/02/10 10:25,85,15/02/10 10:26,85,A  
77,11,15/02/10 10:06,85,15/02/10 10:07,85,A  
77,563,15/02/10 10:23,85,15/02/10 10:24,85,A  
77,14,15/02/10 10:25,85,15/02/10 10:25,85,A  
77,16,15/02/10 14:05,85,15/02/10 14:05,85,C  
78,12,15/02/10 10:07,85,15/02/10 10:08,85,A  
78,1,15/02/10 10:41,85,15/02/10 10:43,85,A  
78,2,15/02/10 10:43,85,15/02/10 10:44,85,A  
78,3,15/02/10 10:44,85,15/02/10 10:45,85,A  
78,687,21/02/10 11:51,27,21/02/10 13:05,17,A  
78,688,24/02/10 18:13,20,24/02/10 18:22,20,A  
78,132,26/02/10 17:17,4,26/02/10 17:24,4,A  
78,748,28/02/10 11:48,27,28/02/10 14:00,27,A  
78,393,03/03/10 12:14,33,03/03/10 12:14,33,A  
80,8,15/02/10 11:46,85,15/02/10 11:47,85,A  
81,9,15/02/10 11:47,85,15/02/10 11:47,85,A  
81,81,18/02/10 21:55,83,18/02/10 22:02,78,A  
81,544,19/02/10 17:44,76,19/02/10 17:56,72,A  
81,691,19/02/10 20:00,72,19/02/10 20:12,76,A  
81,929,20/02/10 13:27,78,20/02/10 13:33,76,A  
81,431,21/02/10 8:54,78,21/02/10 10:18,26,A  
81,338,27/02/10 22:23,78,27/02/10 22:26,68,A  
81,925,02/03/10 15:57,74,02/03/10 16:13,76,A  
81,490,03/03/10 15:55,70,03/03/10 16:14,70,A  
81,1166,09/03/10 14:13,47,09/03/10 14:20,71,A  
81,1051,18/03/10 13:29,80,18/03/10 13:41,55,A  
81,628,27/03/10 12:39,62,27/03/10 12:43,62,A  
81,875,27/03/10 12:43,62,27/03/10 12:54,62,A  
81,224,27/03/10 19:15,41,27/03/10 19:27,37,A  
81,388,27/03/10 19:54,37,27/03/10 19:58,41,A  
81,58,13/04/10 10:00,42,13/04/10 10:04,55,A  
81,782,14/04/10 10:12,46,14/04/10 10:19,67,A  
81,482,14/04/10 11:05,67,14/04/10 21:14,46,A  
81,1090,16/04/10 11:19,42,16/04/10 11:32,20,A  
81,951,16/04/10 12:23,20,16/04/10 12:30,20,A  
81,163,16/04/10 13:27,31,16/04/10 13:37,46,A  
81,159,19/04/10 21:52,61,19/04/10 22:01,46,A  
81,840,26/04/10 15:53,70,26/04/10 15:59,73,A  
81,56,18/05/10 20:57,42,18/05/10 21:04,30,A  
81,803,18/05/10 22:56,30,18/05/10 23:04,42,A  
81,926,27/05/10 21:43,42,27/05/10 21:54,25,A  
81,1075,02/09/10 12:53,55,02/09/10 13:10,70,A  
81,489,02/09/10 22:38,79,02/09/10 22:46,55,A  
81,1029,01/06/10 20:08,70,01/06/10 20:23,25,A  
81,1027,04/06/10 23:13,61,04/06/10 23:16,61,A  
81,55,04/06/10 23:17,61,04/06/10 23:21,61,A  
81,1177,04/06/10 23:19,61,04/06/10 23:25,46,A  
81,936,14/06/10 22:24,42,14/06/10 22:34,70,A  
81,402,22/06/10 11:21,54,22/06/10 11:25,54,A  
81,465,22/06/10 11:26,54,22/06/10 11:29,54,A  
81,1177,22/06/10 16:45,61,22/06/10 17:50,61,A  
81,0022BAJARF,22/06/10 18:10,61,22/06/10 19:14,71,A  
81,598,22/06/10 21:18,69,22/06/10 21:34,61,A  
81,245,01/07/10 9:47,42,01/07/10 9:56,20,A  
81,1133,30/07/10 23:48,45,30/07/10 23:56,68,A  
81,372,31/08/10 13:12,42,31/08/10 13:17,21,A  
81,75,31/08/10 14:15,21,31/08/10 14:17,21,A  
81,104,31/08/10 14:20,21,31/08/10 14:24,21,A  
81,736,31/08/10 14:24,21,31/08/10 14:31,21,A  
81,665,31/08/10 14:43,21,31/08/10 14:50,42,A  
81,875,09/09/10 20:25,25,09/09/10 20:57,72,A  
81,627,29/09/10 12:29,21,29/09/10 13:30,13,A  
81,343,18/11/10 21:04,24,18/11/10 22:44,20,A  
81,73,09/12/10 9:03,8,09/12/10 9:34,82,A  
81,935,09/12/10 10:10,43,09/12/10 10:50,90,A  
81,1194,09/12/10 11:05,90,09/12/10 11:13,52,A  
81,1097,09/12/10 11:29,41,09/12/10 11:56,13,A  
81,372,11/12/10 14:22,52,11/12/10 14:56,20,A  
81,1088,11/12/10 15:02,8,11/12/10 15:20,8,A  
81,140,11/12/10 15:26,26,11/12/10 15:30,29,A  
81,842,11/12/10 15:48,82,11/12/10 15:53,43,A  
81,723,11/12/10 16:20,65,11/12/10 17:51,90,A  
81,1257,14/12/10 10:16,90,14/12/10 10:47,16,A  
81,275,20/12/10 15:44,90,20/12/10 16:15,21,A  
81,35,06/02/11 6:47,47,06/02/11 7:33,47,A  
81,909,07/02/11 19:36,88,07/02/11 19:37,88,A  
81,840,08/02/11 14:06,54,08/02/11 14:14,54,A  
81,1084,08/02/11 14:25,54,08/02/11 14:50,54,A  
81,23,08/02/11 18:23,90,08/02/11 18:45,89,A  
81,419,09/02/11 13:27,86,09/02/11 13:27,86,A  
81,0805BAJARF,09/02/11 13:41,3,09/02/11 16:31,86,A  
82,10,15/02/10 11:47,85,15/02/10 11:48,85,A  
82,546,19/02/10 17:41,76,19/02/10 17:57,72,A  
82,765,19/02/10 19:54,72,19/02/10 20:12,76,A  
82,235,21/02/10 10:01,27,21/02/10 10:05,27,A  
82,217,21/02/10 10:06,27,21/02/10 10:07,27,C  
82,633,21/02/10 10:51,27,21/02/10 12:27,63,A  
82,940,26/02/10 13:26,10,26/02/10 13:32,85,A  
82,65,26/02/10 15:28,85,26/02/10 15:38,85,A  
82,761,26/02/10 17:01,45,26/02/10 17:01,45,A  
82,756,26/02/10 17:01,45,26/02/10 17:12,27,A  
82,864,26/02/10 22:07,27,26/02/10 22:10,27,A  
82,792,26/02/10 22:10,27,26/02/10 22:28,55,A  
82,617,28/02/10 13:37,22,28/02/10 14:12,27,A  
82,593,07/03/10 9:39,70,07/03/10 9:39,70,A  
82,469,07/03/10 9:43,70,07/03/10 12:17,70,A  
82,497,07/03/10 21:56,72,07/03/10 21:57,72,A  
82,520,12/03/10 17:49,19,12/03/10 17:54,19,A  
82,127,13/03/10 14:20,67,13/03/10 14:26,74,A  
82,55,14/03/10 12:57,57,14/03/10 13:01,57,A  
82,0805BAJARF,14/03/10 13:01,57,14/03/10 13:22,55,A  
82,735,14/03/10 14:35,55,14/03/10 14:44,83,A  
82,953,19/03/10 21:38,65,19/03/10 21:45,76,A  
82,321,20/03/10 12:18,85,20/03/10 12:18,85,A  
82,333,20/03/10 14:17,17,20/03/10 14:23,85,A  
82,214,25/03/10 18:43,64,25/03/10 18:47,70,A  
82,308,29/03/10 15:57,70,29/03/10 16:03,84,A  
82,629,29/03/10 19:10,84,29/03/10 19:15,70,A  
82,1144,08/04/10 19:34,84,08/04/10 19:39,70,A  
82,62,16/04/10 17:29,61,16/04/10 17:34,51,A  
82,369,16/04/10 17:57,51,16/04/10 18:06,70,A  
82,908,19/04/10 17:13,84,19/04/10 17:22,70,A  
82,891,27/04/10 21:17,55,27/04/10 21:22,46,A  
82,454,30/04/10 16:22,59,30/04/10 16:35,27,A  
82,133,07/05/10 16:12,46,07/05/10 16:23,70,A  
82,624,13/05/10 22:31,67,13/05/10 22:34,62,A  
82,290,27/05/10 14:18,55,27/05/10 14:18,55,A  
82,604,27/05/10 14:35,51,27/05/10 14:47,27,A  
82,822,12/06/10 12:55,80,12/06/10 13:16,68,A  
82,264,04/07/10 14:17,20,04/07/10 14:25,11,A  
82,733,04/07/10 18:54,17,04/07/10 18:58,20,A  
83,11,15/02/10 11:48,85,15/02/10 11:48,85,A  
83,539,23/02/10 19:29,84,23/02/10 19:30,84,A  
83,428,23/02/10 19:30,84,23/02/10 19:39,49,A  
83,444,23/02/10 20:58,49,23/02/10 21:10,84,A  
83,632,02/03/10 19:46,84,02/03/10 19:54,49,A  
83,29,02/03/10 20:54,49,02/03/10 21:04,84,A  
83,1020,08/03/10 20:08,84,08/03/10 20:11,83,A  
83,683,08/03/10 21:56,83,08/03/10 21:59,84,A  
83,138,09/03/10 19:53,84,09/03/10 20:05,49,A  
83,155,09/03/10 21:13,49,09/03/10 21:26,84,A  
83,1098,11/03/10 19:50,84,11/03/10 20:03,49,A  
83,724,11/03/10 21:05,49,11/03/10 21:23,83,A  
83,410,11/03/10 22:06,83,11/03/10 22:08,84,A  
83,150,16/03/10 20:52,84,16/03/10 21:11,49,A  
83,578,16/03/10 22:14,49,16/03/10 22:32,84,A  
83,48,18/03/10 20:49,84,18/03/10 21:00,49,A  
83,150,18/03/10 22:13,49,18/03/10 22:25,84,A  
83,141,22/03/10 15:58,84,22/03/10 16:02,70,A  
83,870,22/03/10 16:52,70,22/03/10 16:57,84,A  
83,992,06/04/10 19:50,84,06/04/10 20:02,49,A  
83,642,06/04/10 21:10,49,06/04/10 21:28,84,A  
83,104,08/04/10 20:16,84,08/04/10 20:26,49,A  
83,894,08/04/10 21:06,49,08/04/10 21:17,84,A  
83,475,10/04/10 10:49,84,10/04/10 10:54,64,A  
83,1006,11/04/10 10:57,84,11/04/10 13:06,84,A  
83,75,11/04/10 16:42,84,11/04/10 16:56,45,A  
83,989,13/04/10 19:53,84,13/04/10 20:03,49,A  
83,984,13/04/10 21:18,49,13/04/10 21:28,84,A  
83,289,20/04/10 15:01,44,20/04/10 15:06,53,A  
83,306,20/04/10 15:11,44,20/04/10 15:19,84,A  
83,649,20/04/10 20:05,84,20/04/10 20:05,84,A  
83,133,20/04/10 20:05,84,20/04/10 21:23,84,A  
83,769,29/04/10 19:20,84,29/04/10 19:30,58,A  
83,405,29/04/10 22:39,58,29/04/10 22:47,84,A  
83,955,09/05/10 10:38,84,09/05/10 10:39,84,A  
83,982,09/05/10 10:39,84,09/05/10 10:47,64,A  
83,560,09/05/10 11:47,64,09/05/10 13:04,84,A  
83,141,19/05/10 19:27,34,19/05/10 19:44,84,A  
83,659,27/05/10 23:51,1,28/05/10 0:12,84,A  
83,1122,03/06/10 19:46,84,03/06/10 19:58,49,A  
83,211,03/06/10 21:10,49,03/06/10 21:20,84,A  
83,107,07/06/10 8:23,25,07/06/10 11:37,19,A  
83,779,12/06/10 9:55,84,12/06/10 10:04,49,A  
83,11,12/06/10 11:11,49,12/06/10 11:11,49,A  
83,570,12/06/10 11:11,49,12/06/10 11:22,84,A  
83,205,17/06/10 19:34,84,17/06/10 19:45,49,A  
83,546,17/06/10 21:21,49,17/06/10 21:39,84,A  
83,370,12/07/10 20:44,70,12/07/10 21:24,70,A  
83,587,13/07/10 19:44,84,13/07/10 19:56,49,A  
83,587,13/07/10 21:13,49,13/07/10 21:24,84,A  
83,790,15/07/10 21:26,66,16/07/10 1:39,63,A  
83,1083,30/07/10 12:20,21,30/07/10 18:04,21,A  
83,49,30/07/10 12:30,21,30/07/10 21:08,25,A  
83,501,05/08/10 20:01,84,05/08/10 20:13,49,A  
83,501,05/08/10 21:09,49,05/08/10 21:18,84,A  
84,5,15/02/10 11:45,85,15/02/10 11:45,85,A  
84,6,15/02/10 11:45,85,15/02/10 11:46,85,A  
91,49,15/02/10 21:49,85,15/02/10 21:50,85,A  
91,69,16/02/10 12:42,85,16/02/10 12:45,85,A  
91,209,21/02/10 13:10,19,21/02/10 14:14,27,A  
91,60,26/02/10 14:49,10,26/02/10 14:49,10,A  
91,536,26/02/10 14:50,10,26/02/10 14:50,10,A  
91,434,26/02/10 14:51,10,26/02/10 14:51,10,A  
91,571,26/02/10 14:51,10,26/02/10 14:52,10,A  
91,548,26/02/10 14:52,10,26/02/10 14:52,10,A  
91,586,26/02/10 14:53,10,26/02/10 14:53,10,A  
91,524,26/02/10 14:53,10,26/02/10 14:54,10,A  
